,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
27,0.3342882633209229,0.021187884604731585,0.01875596046447754,0.006243463126307985,entropy,,3,random,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 3, 'splitter': 'random'}",0.7971349023153989,0.8562552328911999,0.8536962573461182,0.8694063524905901,0.8635020073234216,0.8479989504733456,0.02602459810565554,12
28,1.4158124446868896,0.036995266674023836,0.028127670288085938,0.006251709742783365,entropy,,4,best,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 4, 'splitter': 'best'}",0.7998842704214485,0.8897678866382682,0.886541351745769,0.8870077451729027,0.8886907738807106,0.8703784055718199,0.03526611309542226,3
29,0.3173624038696289,0.013990793192294992,0.02186431884765625,0.007643917522371287,entropy,,4,random,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 4, 'splitter': 'random'}",0.7938262195121952,0.8670510055890507,0.8632979075984887,0.8594211198731221,0.8712574189705007,0.8509707343086715,0.028840903203085837,10
30,0.9306816101074219,0.010338502365387296,0.015615129470825195,1.41143798828125e-05,entropy,10,2,best,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'splitter': 'best'}",0.769459943949302,0.8703327171903882,0.8610478359908884,0.8650777106061658,0.8646425435556172,0.8461121502584723,0.03844044551748433,17
31,0.1405850887298584,0.009855137658789677,0.02187800407409668,0.007646085873250567,entropy,10,2,random,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'splitter': 'random'}",0.6544977388288774,0.6163986031183907,0.6359936294461157,0.7014543126314827,0.690855636185454,0.6598399840420641,0.03218094097386555,40
32,0.9314781665802002,0.006050653860113412,0.018753671646118165,0.006244003113071452,entropy,10,3,best,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'splitter': 'best'}",0.7694288744129678,0.870286506469501,0.861114339508612,0.8650576735998518,0.8646487985212571,0.846107238502438,0.03845082583711997,18
33,0.14060163497924805,3.0176672615617256e-05,0.015622520446777343,7.424892009178723e-06,entropy,10,3,random,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 3, 'splitter': 'random'}",0.6153681621303674,0.6512260880729234,0.5928738970177594,0.6981251021504121,0.6825499930404121,0.6480286484823748,0.03954833877172822,42
34,0.9345939636230469,0.0032745269567117973,0.015623044967651368,2.390852191299758e-06,entropy,10,4,best,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 4, 'splitter': 'best'}",0.7694288744129678,0.8703588179570713,0.8611020692862125,0.8650376375217139,0.8647274911628121,0.8461309780681555,0.038464598201582816,16
35,0.1406017780303955,3.0108254875990475e-05,0.021869993209838866,0.007651151531482595,entropy,10,4,random,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 4, 'splitter': 'random'}",0.680229502452698,0.7039642962861762,0.6864346994970757,0.6484174085064293,0.6578758646216485,0.6753843542728056,0.019980801033890744,31
36,0.7360758781433105,0.003770792960473119,0.015632486343383788,1.5051446284813253e-05,entropy,7,2,best,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 2, 'splitter': 'best'}",0.7735594526883792,0.8461555629952014,0.834895785928825,0.835606735668426,0.8407075662780753,0.8261850207117813,0.026622634888362938,19
37,0.10621814727783203,0.006245373050181975,0.015621137619018555,2.47955322265625e-06,entropy,7,2,random,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 2, 'splitter': 'random'}",0.6213721783609474,0.6262645914396887,0.6123908601151774,0.65312631137222,0.6804426517737097,0.6387193186123487,0.024890276017599168,45
38,0.7395340919494628,0.00666485355240149,0.015609931945800782,1.8091807558880078e-05,entropy,7,3,best,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 3, 'splitter': 'best'}",0.7735594526883792,0.8461555629952014,0.834895785928825,0.835606735668426,0.8407075662780753,0.8261850207117813,0.026622634888362938,19
39,0.1062239646911621,0.006248188086120953,0.015622138977050781,7.688768146799612e-07,entropy,7,3,random,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 3, 'splitter': 'random'}",0.6213721783609474,0.6262645914396887,0.6520651972587516,0.6531126077925348,0.6804426517737097,0.6466514453251264,0.02129584989274798,43
40,0.7328755378723144,0.010239091647367035,0.015620708465576172,3.0681053051272226e-06,entropy,7,4,best,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 4, 'splitter': 'best'}",0.7735594526883792,0.8461555629952014,0.834895785928825,0.835606735668426,0.8407075662780753,0.8261850207117813,0.026622634888362938,19
41,0.10621647834777832,0.006244236601398907,0.015624475479125977,5.47512058044713e-06,entropy,7,4,random,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 4, 'splitter': 'random'}",0.6213721783609474,0.626215953307393,0.6520651972587516,0.65312631137222,0.6804426517737097,0.6466444584146043,0.021306002261080776,44
42,0.5704097270965576,0.010274393905157138,0.01562495231628418,6.787856921872805e-06,entropy,5,2,best,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'splitter': 'best'}",0.7585723956023434,0.7983939496940856,0.8100759352076925,0.794843557686079,0.8014391999024271,0.7926650076185254,0.017776388280739044,28
43,0.07053995132446289,0.006729820677777601,0.01875152587890625,0.006264972882748932,entropy,5,2,random,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'splitter': 'random'}",0.6349248046233663,0.6553791734966785,0.6669788678803489,0.6735725219652331,0.675057915057915,0.6611826566047083,0.014851146977969963,35
44,0.5735352516174317,0.01179628734639916,0.015615129470825195,1.2247940892673625e-05,entropy,5,3,best,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 3, 'splitter': 'best'}",0.7585723956023434,0.7983939496940856,0.8100759352076925,0.794843557686079,0.8014391999024271,0.7926650076185254,0.017776388280739044,28
45,0.07810811996459961,2.303246875876797e-05,0.015619659423828125,1.2871600613306236e-05,entropy,5,3,random,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 3, 'splitter': 'random'}",0.6349248046233663,0.6553791734966785,0.6669788678803489,0.6735725219652331,0.675057915057915,0.6611826566047083,0.014851146977969963,35
46,0.5748621940612793,0.006229752769273259,0.01562356948852539,1.5742849368304422e-06,entropy,5,4,best,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 4, 'splitter': 'best'}",0.7585723956023434,0.7983939496940856,0.8100759352076925,0.794843557686079,0.8014391999024271,0.7926650076185254,0.017776388280739044,28
47,0.07498059272766114,0.006228507721297481,0.015623807907104492,4.904705379724041e-06,entropy,5,4,random,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 4, 'splitter': 'random'}",0.6349248046233663,0.6553791734966785,0.6669788678803489,0.6735725219652331,0.675057915057915,0.6611826566047083,0.014851146977969963,35
